top - 17:49:06 up  2:22,  1 user,  load average: 1,03, 0,33, 0,10
Tareas: 412 total,   1 ejecutar,  411 hibernar,    0 detener,    0 zombie
%Cpu(s):  4,0 us,  1,3 sy,  0,0 ni, 94,0 id,  0,7 wa,  0,0 hi,  0,0 si,  0,0 st 
MiB Mem :  31453,3 total,  22974,8 libre,   5227,1 usado,   3744,6 búf/caché    
MiB Intercambio:   2048,0 total,   2048,0 libre,      0,0 usado.  26226,1 dispon

    PID USUARIO   PR  NI    VIRT    RES    SHR S  %CPU  %MEM     HORA+ ORDEN
 107281 dam       20   0   17228   5760   3584 R   9,1   0,0   0:00.02 top
   4205 dam       20   0  239424   6784   6144 S   0,0   0,0   0:00.02 gvfsd-m+
   4219 dam       20   0   11,7g 579936 292392 S   0,0   1,8   3:46.41 firefox+
   4224 dam       20   0   23056   5504   5120 S   0,0   0,0   0:00.00 crashhe+
   4316 dam       20   0  229580  42496  33408 S   0,0   0,1   0:00.05 Socket +
   4319 dam       20   0  714284  17860  14920 S   0,0   0,1   0:00.27 xdg-des+
   4330 dam       20   0  686944   7424   6912 S   0,0   0,0   0:00.03 xdg-doc+
   4345 dam       20   0  312228   6272   5888 S   0,0   0,0   0:00.02 xdg-per+
   4352 root      20   0    2704   1920   1920 S   0,0   0,0   0:00.00 fusermo+
   4357 dam       20   0  386572   6784   6272 S   0,0   0,0   0:00.07 xdg-des+
   4365 dam       20   0  454548  27244  21760 S   0,0   0,1   0:00.22 xdg-des+
   4394 dam       20   0 2546432 146572 108332 S   0,0   0,5   0:08.98 Privile+
   4401 dam       20   0  635108 121216  98816 S   0,0   0,4   0:00.23 RDD Pro+
   4435 root       0 -20       0      0      0 I   0,0   0,0   0:00.03 kworker+
   4463 dam       20   0   22,8g 223432  98236 S   0,0   0,7   0:19.29 WebExte+
   4510 dam       20   0  399432  51328  39552 S   0,0   0,2   0:00.10 Utility+
   4521 dam       20   0 2810836 225944 126324 S   0,0   0,7   0:28.43 Isolate+
   4724 dam       20   0 1050540  95644  53760 S   0,0   0,3   0:00.42 mintUpd+
   4786 dam       20   0   67204  36720  20608 S   0,0   0,1   0:00.12 applet.+
   4837 dam       20   0  496304  60084  36848 S   0,0   0,2   0:35.93 mintrep+
   4856 dam       20   0  546640  43908  35560 S   0,0   0,1   0:00.72 gnome-t+
   4864 dam       20   0   18540   9852   3968 S   0,0   0,0   0:00.20 bash
   5139 dam       20   0 1161,8g 210656 140856 S   0,0   0,7   0:15.99 code
   5148 dam       20   0   32,2g  48128  39808 S   0,0   0,1   0:00.01 code
   5149 dam       20   0   32,2g  48128  39808 S   0,0   0,1   0:00.01 code
   5151 dam       20   0   32,2g  12472   4096 S   0,0   0,0   0:00.00 code
   5170 dam       20   0   32,0g   3328   3072 S   0,0   0,0   0:00.00 chrome_+
   5187 dam       20   0   32,7g 168252 113784 S   0,0   0,5   0:34.16 code
   5191 dam       20   0   32,3g  71616  59968 S   0,0   0,2   0:02.56 code
   5286 dam       20   0 1161,5g 140580  75404 S   0,0   0,4   0:17.71 code
   5722 dam       20   0 1161,5g 114760  73600 S   0,0   0,4   0:12.50 code
   7616 dam       20   0 2778764 246736 127792 S   0,0   0,8   0:18.86 Isolate+
  12441 root      20   0       0      0      0 I   0,0   0,0   0:00.26 kworker+
  12443 dam       20   0  465324   8832   7936 S   0,0   0,0   0:00.00 gvfsd-n+
  12460 dam       20   0  393512   8960   8064 S   0,0   0,0   0:00.01 gvfsd-d+
  13237 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
  13521 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
  17215 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
  23459 root      20   0       0      0      0 I   0,0   0,0   0:00.15 kworker+
  23938 root      20   0       0      0      0 I   0,0   0,0   0:00.15 kworker+
  23984 dam       20   0 2945692 262332 122948 S   0,0   0,8   0:32.37 Isolate+
  24060 dam       20   0 2704296 191380 111360 S   0,0   0,6   0:07.10 Isolate+
  27415 dam       20   0  798744  72872  49124 S   0,0   0,2   0:00.74 nemo
  32119 root      20   0       0      0      0 I   0,0   0,0   0:00.32 kworker+
  32125 root      20   0  603728  44604  37768 S   0,0   0,1   0:01.15 fwupd
  32126 root      20   0       0      0      0 I   0,0   0,0   0:00.18 kworker+
  45263 dam       20   0    9812   7552   6528 S   0,0   0,0   0:00.08 socat
  45267 root      20   0    9812   7552   6528 S   0,0   0,0   0:00.08 socat
  45364 root      20   0       0      0      0 I   0,0   0,0   0:00.15 kworker+
  46293 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker+
  48053 dam       20   0 1166,4g 334952 105988 S   0,0   1,0   0:51.89 code
  48065 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
  48085 dam       20   0 1161,5g 462892  84224 S   0,0   1,4   1:08.62 code
  48095 dam       20   0 1161,5g 105568  72960 S   0,0   0,3   0:02.04 code
  48123 dam       20   0   18532   9848   3840 S   0,0   0,0   0:00.10 bash
  48410 dam       20   0 1159,8g  90644  66816 S   0,0   0,3   0:00.49 code
  48467 dam       20   0 1159,8g  79060  59264 S   0,0   0,2   0:00.39 code
  48685 dam       20   0 9927,8m 596212  39708 S   0,0   1,9   0:47.33 java
  49398 root      20   0       0      0      0 I   0,0   0,0   0:00.17 kworker+
  49970 root      20   0    2800   1792   1664 S   0,0   0,0   0:00.03 sh
  49971 dam       20   0    2800   1792   1664 S   0,0   0,0   0:00.08 sh
  54032 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  61176 dam       20   0 2661944 228472 116644 S   0,0   0,7   0:06.02 Isolate+
  61883 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  62154 dam       20   0 2641464 205712 111456 S   0,0   0,6   0:03.15 Isolate+
  64789 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  67576 root      20   0       0      0      0 I   0,0   0,0   0:00.46 kworker+
  72089 root      20   0       0      0      0 I   0,0   0,0   0:00.34 kworker+
  73390 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  74028 root      20   0       0      0      0 I   0,0   0,0   0:00.12 kworker+
  74386 root       0 -20       0      0      0 I   0,0   0,0   0:00.06 kworker+
  74995 dam       20   0 2437564  78208  64256 S   0,0   0,2   0:00.08 Web Con+
  75022 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  75142 root      20   0       0      0      0 I   0,0   0,0   0:00.06 kworker+
  75196 root      20   0       0      0      0 I   0,0   0,0   0:00.28 kworker+
  75728 root      20   0       0      0      0 I   0,0   0,0   0:00.08 kworker+
  76298 root      20   0       0      0      0 I   0,0   0,0   0:00.17 kworker+
  80014 dam       20   0 2437564  77696  63872 S   0,0   0,2   0:00.10 Web Con+
  80469 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  80938 dam       20   0 2437564  78080  64000 S   0,0   0,2   0:00.09 Web Con+
  91926 root      20   0       0      0      0 I   0,0   0,0   0:00.03 kworker+
  91981 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  92596 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  92847 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
  93026 root      20   0       0      0      0 I   0,0   0,0   0:00.11 kworker+
  93624 root      20   0       0      0      0 I   0,0   0,0   0:00.04 kworker+
  95450 root      20   0       0      0      0 I   0,0   0,0   0:00.10 kworker+
  95466 root      20   0       0      0      0 I   0,0   0,0   0:00.04 kworker+
  99539 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker+
  99596 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker+
 100616 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker+
 102025 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker+
 102754 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
 103654 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
 103769 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
 103916 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker+
 105630 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
 105674 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
 105675 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
 105816 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker+
 105981 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker+
 105988 root      20   0       0      0      0 I   0,0   0,0   0:00.05 kworker+
 106036 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker+
 107068 dam       20   0   11,9g 223660  32348 S   0,0   0,7   0:08.19 java
 107187 dam       20   0   11,2g 102432  21408 S   0,0   0,3   0:01.20 java
 107280 dam       20   0    2804   1536   1536 S   0,0   0,0   0:00.00 sh
